feature,importance_mean,importance_max,importance_std,positive_ratio,negative_ratio,skewness
original_shape_SurfaceArea,0.32030739590643953,0.8181289545446634,0.17167643409460334,0.3975409836065574,0.6024590163934426,0.7004912914171313
wavelet-LHL_glcm_Correlation,0.294068010861558,0.6530585602298379,0.14731264876819378,0.48770491803278687,0.5122950819672131,0.5049045592436159
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformityNormalized,0.1767309556494478,0.8802652710303664,0.13956571776941523,0.4344262295081967,0.5655737704918032,2.765601334812442
log-sigma-5-0-mm-3D_glcm_Imc2,0.1940160888537657,0.5934193359687925,0.13370964965192553,0.5245901639344263,0.47540983606557374,1.2294769636119187
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.18928296395678162,0.6649130503647029,0.13322219021076334,0.7213114754098361,0.2786885245901639,1.1750628322050027
wavelet-LLH_glcm_ClusterShade,0.17358253934433043,0.3779270772309974,0.10756751577254911,0.5450819672131147,0.45491803278688525,-0.15493286282211038
wavelet-HHH_glszm_ZoneEntropy,0.2015036394330672,0.605358834862709,0.10750506572725459,0.4918032786885246,0.5081967213114754,0.9771727048726744
wavelet-HLH_firstorder_Maximum,0.07196959499739682,0.5241210941970348,0.09366420169102276,0.8278688524590164,0.1721311475409836,3.426890704575949
wavelet-HHH_glszm_LargeAreaEmphasis,0.1601244098270125,0.4106480641849339,0.08153057294616266,0.6639344262295082,0.3360655737704918,0.4292494747070977
log-sigma-5-0-mm-3D_glszm_LargeAreaEmphasis,0.11505069974178188,0.40020154356956483,0.07882279101733294,0.7377049180327869,0.26229508196721313,1.2841080310379827
squareroot_glszm_GrayLevelNonUniformity,0.0573719739336158,0.29719070009887216,0.07268139226723198,0.44672131147540983,0.5532786885245902,2.3558400553259253
wavelet-HHH_glcm_DifferenceEntropy,0.04064423439260887,0.4300332334637642,0.06853982366332462,0.12295081967213115,0.8770491803278688,3.68710610046193
wavelet-LLL_glszm_SizeZoneNonUniformityNormalized,0.07211303563937388,0.29985835082829,0.06565902993449076,0.45081967213114754,0.5491803278688525,1.158716186281806
wavelet-HHH_glcm_Autocorrelation,0.16170163750905184,0.33282968737185004,0.06413196849427577,0.5,0.5,0.34345067277101293
original_glszm_SizeZoneNonUniformity,0.10662734755245229,0.23512767888605596,0.06102418583607031,0.3360655737704918,0.6639344262295082,0.11944997719938492
wavelet-HLL_glcm_ClusterShade,0.10855946516247889,0.3606035861745477,0.06061168647298533,0.5409836065573771,0.45901639344262296,1.101238831691411
gradient_glcm_Imc1,0.03784351360262755,0.28702730651944874,0.059002152736794405,0.44672131147540983,0.5532786885245902,3.002238751605581
logarithm_glszm_ZoneEntropy,0.06753121791549885,0.3174974552448839,0.05284193899215217,0.7008196721311475,0.29918032786885246,2.345651851438765
square_firstorder_Kurtosis,0.04867383723773189,0.26153964824974535,0.05172666102935168,0.19262295081967212,0.8073770491803278,2.4847355472460673
original_ngtdm_Busyness,0.02106158043509809,0.34966147974133494,0.05114891482962149,0.9221311475409836,0.0778688524590164,5.269952761389264
log-sigma-4-0-mm-3D_glcm_Imc2,0.08418326015923876,0.19275239398702979,0.04957018638323486,0.5286885245901639,0.4713114754098361,0.4812293952509283
square_firstorder_Entropy,0.009441767267455327,0.385694692209363,0.04669952091052477,0.020491803278688523,0.9795081967213115,7.4592861071044245
wavelet-LHH_firstorder_Mean,0.040305163052322394,0.2097388280928135,0.04653168886111151,0.75,0.25,1.9678818049576956
log-sigma-3-0-mm-3D_glszm_SmallAreaHighGrayLevelEmphasis,0.18463544760017714,0.29854403622448444,0.04519083448175307,0.5655737704918032,0.4344262295081967,0.10273851588482666
square_ngtdm_Strength,0.01823468791530851,0.29436139058321714,0.04368096910510954,0.9426229508196722,0.05737704918032787,4.885509651066592
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.03813402887513922,0.24803327763453126,0.04272418965025931,0.29508196721311475,0.7049180327868853,2.9701188881394898
wavelet-HHL_firstorder_Mean,0.07693410729096263,0.15182339999824762,0.040892686182132966,0.30327868852459017,0.6967213114754098,0.9448965989730399
squareroot_ngtdm_Complexity,0.015208718117887588,0.31118712755385786,0.04086049257079995,0.4180327868852459,0.5819672131147541,6.285228490364777
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.11942340533321608,0.21567391715943812,0.04075926937317551,0.3729508196721312,0.6270491803278688,0.7121635042698861
wavelet-LHL_glcm_Idmn,0.018395327545757803,0.27782757150009274,0.037403726380680305,0.889344262295082,0.11065573770491803,5.581507832344778
log-sigma-2-0-mm-3D_firstorder_90Percentile,0.04004478567722635,0.1512215243652463,0.036215209862788485,0.47540983606557374,0.5245901639344263,1.4710976372003892
original_gldm_SmallDependenceHighGrayLevelEmphasis,0.016123768217159336,0.2091424757242203,0.03456489562514612,0.8975409836065574,0.10245901639344263,3.6874147654029406
lbp-3D-k_glszm_LargeAreaEmphasis,0.04409549953851112,0.2193507209420204,0.0344389775695213,0.29098360655737704,0.7090163934426229,1.8136257959843074
log-sigma-3-0-mm-3D_firstorder_Maximum,0.03394445248322231,0.1513894799351692,0.033245497985432845,0.680327868852459,0.319672131147541,1.862037357507506
squareroot_gldm_SmallDependenceLowGrayLevelEmphasis,0.04975111017633442,0.134461343344301,0.032916293438007685,0.3319672131147541,0.6680327868852459,0.7497786547806818
square_firstorder_Uniformity,0.03377390658837875,0.17945174515247345,0.032751963187437526,0.6680327868852459,0.3319672131147541,2.0002485619790016
