feature,importance_mean,importance_max,importance_std,positive_ratio,negative_ratio,skewness
original_shape_Sphericity,0.4764477067107147,1.3547270807996392,0.24618622466616658,0.6352459016393442,0.36475409836065575,0.5864334063553497
gradient_ngtdm_Busyness,0.42918132780523416,1.0160045250318945,0.20098656739155898,0.3401639344262295,0.6598360655737705,0.9397286045030525
log-sigma-3-0-mm-3D_gldm_SmallDependenceEmphasis,0.3024692604081804,0.829814824052155,0.1712878848021898,0.3524590163934426,0.6475409836065574,1.1906592353066905
original_glszm_SizeZoneNonUniformityNormalized,0.1662850680116842,0.7027243060059846,0.12028632550731497,0.6188524590163934,0.38114754098360654,1.54903709168395
Age,0.09822255704869211,0.7688118683733046,0.11911311615327125,0.7377049180327869,0.26229508196721313,2.9988912066204256
wavelet-HLL_firstorder_Entropy,0.15362135559725046,0.7753626374527812,0.11860905156943223,0.45491803278688525,0.5450819672131147,2.4980823398082634
wavelet-LHH_firstorder_Maximum,0.07207030635689703,0.8177056221663952,0.11269381141508789,0.25,0.75,4.299871517286809
lbp-3D-m2_firstorder_MeanAbsoluteDeviation,0.1710402264549268,0.4817089569568634,0.09731346894029504,0.27459016393442626,0.7254098360655737,1.3973920896272596
log-sigma-2-0-mm-3D_firstorder_RobustMeanAbsoluteDeviation,0.17254373696575429,0.5437538407742977,0.08931241519401985,0.4057377049180328,0.5942622950819673,1.554862924059869
wavelet-HLH_gldm_DependenceEntropy,0.17783539100947057,0.39895997498184443,0.07867455519356818,0.4098360655737705,0.5901639344262295,0.08289837311620929
wavelet-LHH_firstorder_Entropy,0.12776035999320548,0.4497895895130932,0.07569863134910328,0.6147540983606558,0.38524590163934425,1.4084657701910044
log-sigma-2-0-mm-3D_firstorder_RootMeanSquared,0.15425563677802842,0.4264874920621514,0.06972951264847992,0.44672131147540983,0.5532786885245902,0.9693778132686296
logarithm_glrlm_RunEntropy,0.03686056280061106,0.3815119233168662,0.06253401005548777,0.8934426229508197,0.10655737704918032,3.8059919588297944
wavelet-HLL_glszm_LargeAreaEmphasis,0.06448132127924194,0.26357124514877794,0.06114507044136905,0.7459016393442623,0.2540983606557377,1.7094254223612384
wavelet-LHL_firstorder_Skewness,0.17578425888246937,0.29666099352296443,0.055126475541469884,0.5,0.5,-0.14195367301461556
wavelet-LHL_glcm_Correlation,0.07050596474763389,0.2722754550352693,0.05484738538601928,0.24180327868852458,0.7581967213114754,1.5754238167577694
wavelet-HHH_firstorder_Median,0.09960575100827436,0.3014293656870723,0.05158450295996498,0.6270491803278688,0.3729508196721312,1.2436212929687451
wavelet-HLH_firstorder_Range,0.034026328563903946,0.34695836022496224,0.04980161630813677,0.8360655737704918,0.16393442622950818,3.8794815083942003
altura,0.057179828079734096,0.30143503595143556,0.04951102435218603,0.1885245901639344,0.8114754098360656,2.3271542200743225
wavelet-LHH_firstorder_Range,0.04857118253057945,0.24339529553428293,0.049472475589940244,0.25,0.75,2.4141220715702483
wavelet-LHL_ngtdm_Strength,0.0557670712060597,0.2275563272833824,0.04857394955430579,0.6270491803278688,0.3729508196721312,1.4074668634365832
wavelet-HHL_glszm_ZoneEntropy,0.02107774410396811,0.41301261007785794,0.04773061347684147,0.06967213114754098,0.930327868852459,6.002457782487435
gradient_gldm_DependenceVariance,0.04407346814092187,0.24745288111269473,0.045179152998357404,0.38524590163934425,0.6147540983606558,2.5036057986764653
log-sigma-3-0-mm-3D_glrlm_RunEntropy,0.026738144877198836,0.2756014510989189,0.04349333029539416,0.8975409836065574,0.10245901639344263,4.6538689375810165
wavelet-LLH_glrlm_RunEntropy,0.05955637315501937,0.21228351090103387,0.041286613049195495,0.3770491803278688,0.6229508196721312,1.9139974297037854
original_shape_MinorAxisLength,0.030632895078532934,0.22073256701231003,0.04101657201111811,0.8114754098360656,0.1885245901639344,3.3017759375401514
wavelet-LHH_gldm_DependenceEntropy,0.05664115901227243,0.16671341769397258,0.04058407276189494,0.19262295081967212,0.8073770491803278,1.6996957114153508
original_firstorder_Mean,0.046009590534348305,0.17319003872573377,0.04042690224016384,0.6516393442622951,0.3483606557377049,1.9861957306235718
squareroot_ngtdm_Complexity,0.05912494675592197,0.14998446743935345,0.03886033732011928,0.36065573770491804,0.639344262295082,0.8637719962339427
log-sigma-4-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.024004337805834764,0.24632409177720546,0.03882953167438428,0.6270491803278688,0.3729508196721312,3.6002915726078433
original_glszm_SizeZoneNonUniformity,0.08898467145386889,0.1762070631980896,0.038728918297264193,0.6516393442622951,0.3483606557377049,0.27779147992946707
squareroot_gldm_DependenceNonUniformity,0.044396237674031794,0.17397478617727757,0.03868262667053439,0.4262295081967213,0.5737704918032787,1.2265597422323662
log-sigma-3-0-mm-3D_firstorder_Maximum,0.03436138786192313,0.28912539206445215,0.03792105382305938,0.2786885245901639,0.7213114754098361,4.124409179500449
lbp-3D-k_gldm_DependenceVariance,0.06282829078753117,0.20286069579422475,0.03744511890639685,0.6188524590163934,0.38114754098360654,1.7037589498958676
original_firstorder_10Percentile,0.055472136488275946,0.17461037311702968,0.03677977080213071,0.5163934426229508,0.48360655737704916,1.2078624400887539
diagnostics_Mask-original_VoxelNum,0.041205453547595666,0.2370129383355379,0.03593822157913343,0.6147540983606558,0.38524590163934425,2.125793032704433
gradient_firstorder_Kurtosis,0.04094800247726809,0.20130712419748306,0.03557815815766185,0.5901639344262295,0.4098360655737705,2.3983448772778457
square_firstorder_Kurtosis,0.08827294780651393,0.18676167152822018,0.035520574288140115,0.44672131147540983,0.5532786885245902,0.9817545760602312
square_firstorder_Minimum,0.024378820469404427,0.23333936475217343,0.03536330188704498,0.8073770491803278,0.19262295081967212,4.273672227224819
squareroot_gldm_GrayLevelNonUniformity,0.03129080266886402,0.24763289645314215,0.034682324175186845,0.75,0.25,3.5895772437517977
square_firstorder_Energy,0.028773906015195597,0.17181844867765902,0.03410771985171002,0.8114754098360656,0.1885245901639344,2.6977250314258505
logarithm_glcm_Imc1,0.044787643435258484,0.14200741834938527,0.033062696208803796,0.1885245901639344,0.8114754098360656,1.7850473704865861
lbp-3D-m2_firstorder_Maximum,0.07446366147065653,0.16119792111217976,0.032688247311258606,0.639344262295082,0.36065573770491804,0.6224260559121297
gradient_glszm_HighGrayLevelZoneEmphasis,0.01734043485221651,0.2133157141506672,0.03267360836608348,0.4098360655737705,0.5901639344262295,4.5295723944725985
wavelet-LHL_ngtdm_Complexity,0.020425411236670896,0.1979522405564785,0.03229052761976128,0.45491803278688525,0.5450819672131147,4.179751507779448
wavelet-LHH_glcm_ClusterProminence,0.018477796851733667,0.1989463797211647,0.03189738544169158,0.8565573770491803,0.14344262295081966,3.9734793624533298
square_glszm_SmallAreaLowGrayLevelEmphasis,0.062352692499798794,0.1281720503233373,0.031614201146959224,0.5122950819672131,0.48770491803278687,-0.11422453948535762
wavelet-HHL_glcm_Idmn,0.03252708159525472,0.16133150909096003,0.03100493733987253,0.19262295081967212,0.8073770491803278,2.652578341262381
squareroot_ngtdm_Strength,0.016141768263521233,0.16864952616393566,0.030865633865228358,0.8360655737704918,0.16393442622950818,3.777816989348405
lbp-2D_firstorder_Kurtosis,0.03161277202538175,0.19491937637329101,0.030807156312926447,0.21721311475409835,0.7827868852459017,2.5161293674183245
diagnostics_Image-original_Mean,0.027917094499399484,0.1626239632209763,0.028698615731404847,0.6311475409836066,0.36885245901639346,1.891411524782784
log-sigma-1-0-mm-3D_gldm_LargeDependenceEmphasis,0.052705069202586295,0.12927994042634963,0.027661350028502618,0.36475409836065575,0.6352459016393442,0.49467198308900895
lbp-3D-k_firstorder_Maximum,0.01824120686855169,0.13723911501467229,0.02705757652007249,0.8524590163934426,0.14754098360655737,3.5569885720349257
wavelet-HHL_glszm_SmallAreaLowGrayLevelEmphasis,0.006302245075157906,0.21605668485164642,0.02629819825178711,0.040983606557377046,0.3524590163934426,6.8427175190500105
log-sigma-5-0-mm-3D_glszm_GrayLevelNonUniformity,0.034807464469044806,0.11816368732601404,0.026279270663576736,0.32786885245901637,0.6721311475409836,2.183909398921858
log-sigma-1-0-mm-3D_glcm_Contrast,0.05905284087921748,0.09978856563568116,0.026238808103592002,0.3442622950819672,0.6557377049180327,0.3151833581459449
log-sigma-3-0-mm-3D_glszm_ZonePercentage,0.024207236024324005,0.1259863170608878,0.026214652515486436,0.6598360655737705,0.3401639344262295,2.657501455483218
wavelet-LLL_glszm_GrayLevelNonUniformity,0.013795013961107418,0.11631649062037468,0.025954966789073077,0.09836065573770492,0.9016393442622951,3.3886463316675792
square_glcm_Correlation,0.02749089239737726,0.11034604076296091,0.02500575460954949,0.5819672131147541,0.4180327868852459,1.6045815954500553
wavelet-HHH_glcm_Autocorrelation,0.01683932513334471,0.11573416605591774,0.024646130012618245,0.48770491803278687,0.5122950819672131,3.209039213411903
wavelet-LHL_glcm_ClusterShade,0.009195401573736911,0.18337575189769267,0.023581973018111765,0.11065573770491803,0.889344262295082,6.633991279089636
square_ngtdm_Busyness,0.011022934286920071,0.16514622911810875,0.023561046299121133,0.9467213114754098,0.05327868852459016,5.815625709879409
wavelet-HLH_glszm_SmallAreaHighGrayLevelEmphasis,0.030786696919049217,0.1173466332256794,0.023455476454065614,0.5040983606557377,0.4959016393442623,1.1732067497801997
log-sigma-4-0-mm-3D_ngtdm_Strength,0.03691263855391059,0.12961777444928885,0.02335780093604882,0.6967213114754098,0.30327868852459017,1.5239788433505963
logarithm_glszm_SizeZoneNonUniformityNormalized,0.021010533076268212,0.17765366323292256,0.023329402249412223,0.32786885245901637,0.6721311475409836,4.021654216039591
log-sigma-2-0-mm-3D_firstorder_90Percentile,0.04265146395565597,0.08047619126737118,0.02300417448434295,0.3442622950819672,0.6557377049180327,0.6018305431262527
lbp-3D-m2_firstorder_90Percentile,0.05340867266482594,0.09325047072023153,0.02190962936824376,0.319672131147541,0.680327868852459,0.8203584582140176
logarithm_glszm_LargeAreaEmphasis,0.02216450309098437,0.10689477726817131,0.02149681504917997,0.4959016393442623,0.5040983606557377,2.4715907107679147
log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.016541045358496088,0.10243295215070247,0.021253354789281895,0.0860655737704918,0.9139344262295082,3.3217094718188402
log-sigma-2-0-mm-3D_glcm_ClusterProminence,0.02225133527940533,0.11002510000020266,0.021237634816200016,0.22950819672131148,0.7704918032786885,2.1493339465564505
log-sigma-2-0-mm-3D_glcm_Autocorrelation,0.01393680523267993,0.09282253734767437,0.021081458627773195,0.09836065573770492,0.9016393442622951,3.220997341393553
log-sigma-5-0-mm-3D_firstorder_Minimum,0.031179826852033347,0.0872961462289095,0.021074693571375015,0.38114754098360654,0.6188524590163934,0.9676049487942789
log-sigma-5-0-mm-3D_glszm_GrayLevelVariance,0.017871322527128943,0.11393946535885334,0.02099699014092908,0.8770491803278688,0.12295081967213115,3.5125828986107406
wavelet-HHH_glszm_GrayLevelNonUniformity,0.011494092186454875,0.12357685312628747,0.020762964947366125,0.1680327868852459,0.8319672131147541,4.492299250692276
log-sigma-5-0-mm-3D_firstorder_Kurtosis,0.02504545068360682,0.1073726057074964,0.019577912402938737,0.4016393442622951,0.5983606557377049,2.6443371107357323
log-sigma-1-0-mm-3D_firstorder_Entropy,0.021050548094523253,0.07777551796287298,0.019329949888281024,0.29508196721311475,0.7049180327868853,1.6341078474982338
